RegionName,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022
San Luis Obispo County,1695.056635,1720.878954,1711.800987,1704.997973,1717.575769,1739.549328,1783.963474,1799.52968,1794.886393,1771.113143,1788.412503,1822.760634,1830.056591,1837.734849,1824.675071,1839.423213,1858.510318,1870.959637,1880.369899,1890.04699,1898.52832,1914.534797,1912.034704,1934.815244,1951.160182,1960.473892,1945.934705,1948.270977,1958.14557,1959.346515,1966.814095,1981.976617,2028.012513,2043.530331,2061.766322,2053.327506,2049.031939,2041.299096,2024.932181,2039.567741,2048.320902,2068.602681,2087.006533,2089.871837,2108.76404,2130.14897,2160.838698,2154.990481,2130.478268,2118.665308,2127.992169,2136.629335,2141.515303,2134.632844,2141.800355,2162.171848,2156.146915,2170.098745,2180.261995,2219.358443,2224.780233,2217.730884,2205.481017,2203.234825,2207.848417,2221.381081,2221.309967,2251.982762,2256.127976,2302.086051,2300.45663,2322.888415,2318.583575,2329.371279,2339.244756,2352.904515,2377.457882,2411.885302,2460.783284,2526.382187,2559.813761,2581.764502,2569.727046,2596.107207,2617.151466,2686.903054,2727.854449,2756.492038,2757.747519,2732.638047,2730.895526,2721.638889
Santa Cruz County,2020.68453,2056.040201,2082.252104,2018.018341,2034.403064,2075.507788,2151.809624,2239.298855,2245.147001,2251.582539,2237.967474,2260.950337,2257.398419,2244.518696,2268.867352,2281.57584,2228.769733,2219.88193,2263.603754,2339.712389,2380.164311,2361.676532,2379.882764,2334.449783,2363.08445,2386.303236,2448.642209,2438.283789,2419.058472,2403.780347,2431.001053,2479.838954,2514.198407,2541.835263,2514.228395,2505.320103,2522.688927,2583.133285,2600.72186,2592.958842,2583.143008,2606.072079,2603.128085,2623.906246,2643.064449,2656.594856,2663.42068,2664.303397,2682.357303,2661.429975,2672.496318,2673.058771,2684.186133,2676.320502,2693.151089,2729.23001,2735.030635,2724.945121,2734.010212,2762.335718,2788.812568,2766.290559,2748.767336,2705.919167,2696.181692,2687.096317,2724.325569,2774.916692,2824.759992,2800.132877,2786.022237,2803.791572,2846.181334,2909.456686,2907.21495,2942.941486,2940.17805,3023.695488,3095.011172,3164.602385,3192.426385,3211.344342,3263.589666,3235.526209,3272.223665,3272.943277,3358.536264,3376.836399,3422.423742,3443.242279,3490.999651,3524.875926
Merced County,1043.258191,1056.364008,1059.866148,1062.959304,1072.198148,1075.959454,1078.763337,1082.298122,1083.216833,1088.047959,1096.763915,1108.870677,1119.805521,1130.711255,1143.508731,1152.602711,1152.369131,1160.582099,1167.900022,1179.277023,1183.486826,1193.789313,1200.213145,1212.458763,1218.87812,1235.600641,1243.732692,1256.371554,1263.954588,1270.739279,1274.465128,1277.454523,1277.7032,1291.411301,1301.911414,1319.146568,1325.158938,1335.586606,1338.464524,1347.126279,1349.260812,1359.011383,1357.232015,1366.082358,1365.959818,1373.261438,1385.106302,1381.443153,1402.914493,1395.917751,1422.062424,1425.552197,1443.224288,1454.554532,1457.576109,1463.184867,1459.330698,1464.10599,1471.647076,1477.568064,1481.738984,1481.639911,1479.526141,1478.261041,1488.504734,1499.123228,1514.736686,1559.343892,1597.260956,1618.50212,1609.007914,1607.69399,1591.583668,1601.453278,1626.651922,1700.678423,1775.108681,1831.606162,1870.339747,1858.771091,1894.939322,1895.480242,1929.39276,1915.49966,1953.731262,1954.819935,1948.22014,1932.237249,1921.307992,1954.723842,1977.222539,1997.004825
Marin County,3012.261154,3021.302084,3035.633861,3084.932476,3114.000449,3135.387493,3152.838459,3169.28881,3179.989611,3212.023572,3168.914336,3158.907429,3127.324773,3171.996291,3193.627879,3232.533082,3262.082917,3257.159904,3235.516964,3210.12984,3206.086893,3193.774319,3207.181827,3208.883854,3245.701001,3246.861902,3304.472279,3306.348668,3340.048664,3325.893792,3363.704882,3354.259822,3383.830708,3360.182832,3354.086507,3308.181081,3325.576542,3345.34167,3410.960622,3408.710866,3423.783362,3409.809552,3444.796944,3471.804699,3479.688507,3454.228845,3411.336411,3372.687965,3400.531781,3426.987794,3497.337548,3504.62886,3534.465253,3531.251147,3553.407977,3568.956667,3581.465468,3565.324568,3558.196521,3542.233058,3558.549062,3557.120082,3549.345236,3545.138224,3527.301424,3549.194438,3568.511155,3580.74124,3586.894552,3586.144963,3572.259948,3563.854472,3550.531096,3583.249077,3645.386374,3688.110487,3725.462154,3766.244133,3800.394215,3831.482633,3858.339465,3877.840224,3928.303504,3917.779426,3972.414669,3983.47468,4039.04619,4055.194635,4033.748708,4026.045653,4004.363155,4016.888623
Butte County,1069.719953,1080.960072,1080.767917,1092.625149,1094.11594,1096.557147,1102.653343,1101.287142,1104.137598,1094.76892,1096.886037,1112.691465,1125.295421,1139.954483,1137.242982,1143.963273,1137.888905,1144.564347,1149.541538,1165.920141,1166.387332,1168.594849,1171.362192,1182.659023,1190.10769,1197.479857,1195.765043,1195.250558,1187.66409,1188.096482,1194.44435,1202.829176,1201.969599,1211.391302,1221.404867,1238.682886,1241.928267,1247.861301,1245.568843,1253.639666,1245.033304,1249.412949,1239.840132,1252.952877,1250.618049,1269.620595,1290.828357,1318.985249,1334.316577,1341.698766,1351.031298,1369.439274,1366.342516,1371.837388,1377.76013,1383.846665,1402.373296,1398.902031,1409.438662,1400.077602,1403.226478,1396.508887,1388.71863,1388.385057,1403.539806,1402.277015,1413.975016,1400.367875,1434.188668,1440.862589,1470.133787,1457.055015,1451.038457,1452.463267,1467.083211,1498.105694,1500.213666,1522.338564,1545.644308,1556.535508,1540.107861,1535.746005,1552.230743,1592.145993,1585.802755,1588.238128,1579.872675,1593.358685,1616.010602,1636.895161,1650.38662,1658.990885
Yolo County,1451.833269,1475.474553,1524.044243,1531.247369,1535.993477,1531.683742,1540.537008,1543.006305,1549.83776,1569.272056,1569.112235,1582.085699,1579.282168,1612.604671,1644.82157,1668.195908,1681.102624,1698.576916,1686.726669,1693.491933,1680.340115,1700.488855,1676.382816,1697.689658,1712.555619,1743.312286,1741.284038,1743.958835,1746.778804,1763.670425,1780.313795,1794.403823,1815.722956,1802.744141,1795.637401,1808.050994,1843.343885,1869.150123,1860.168968,1869.224746,1886.480026,1920.878797,1907.970097,1917.67297,1907.10459,1935.869439,1935.43915,1950.031105,1967.631554,1985.188912,1985.877321,1983.539824,1997.072916,2011.459253,2014.915984,2009.509299,2015.980702,2009.697277,2019.959507,2050.954018,2084.652958,2094.641952,2056.651611,2046.671694,2032.855392,2047.439673,2056.851395,2079.591078,2099.61837,2089.54477,2086.822065,2094.507077,2113.242526,2120.931664,2140.919947,2179.389102,2222.828186,2248.651072,2288.269176,2295.958115,2308.263397,2319.311711,2329.813555,2340.02615,2341.205793,2365.619637,2399.319913,2411.013659,2436.759801,2459.337423,2476.694051,2475.847222
El Dorado County,1467.777371,1468.740257,1471.753747,1493.299819,1494.246987,1502.410686,1495.407937,1523.56416,1550.993147,1578.32488,1575.165778,1599.136765,1596.634846,1612.455022,1601.268221,1602.450281,1607.958941,1618.792595,1638.271276,1651.229396,1654.614419,1680.203654,1686.036848,1711.306088,1702.083631,1717.855708,1727.936277,1752.24009,1757.38232,1744.52914,1734.053669,1748.219698,1790.5236,1812.053727,1821.404023,1806.562854,1801.150239,1809.912176,1832.930056,1857.965867,1869.464643,1858.913942,1852.466478,1842.659542,1865.592228,1875.744932,1896.797603,1901.447752,1910.812493,1917.841929,1928.387996,1943.826456,1947.011717,1937.965329,1924.276336,1927.394853,1953.218004,1962.784146,1960.36728,1945.019336,1941.229,1938.001829,1933.689597,1959.015537,1993.662662,2048.21757,2104.559101,2170.985483,2226.001375,2267.81832,2251.94289,2261.786787,2231.692885,2257.992905,2345.279222,2411.911611,2484.274257,2453.27705,2487.559987,2517.496757,2513.09693,2476.932516,2463.494868,2474.340483,2536.006338,2565.991732,2632.916365,2645.993169,2685.661363,2667.092987,2648.263215,2624.78149
Imperial County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.359718,1350.89714,1438.837535,1431.944444
Shasta County,977.1831792,964.0989166,991.9761103,999.7485538,1003.917931,987.9711683,992.4072594,1011.094105,1026.375738,1028.294305,1031.170189,1024.234071,1026.827988,1019.823962,,1015.870579,1024.043283,1035.040712,1049.403332,1064.676257,1074.750419,1066.984526,1061.229091,1053.218737,1064.793793,1064.673778,1069.935734,1064.807631,1066.045262,1076.320755,1091.697713,1097.793841,1111.742333,1105.460741,1110.39914,1094.651327,1106.381308,1105.262602,1121.800012,1121.264567,1127.936379,1140.015951,1150.048923,1159.575942,1164.711286,1166.468905,1173.898277,1167.858948,1171.392563,1169.257871,1184.972184,1196.190568,1208.739739,1216.704272,1223.614516,1235.014474,1243.577668,1246.676127,1250.182082,1244.359308,1248.688982,1244.267942,1250.620026,1258.489974,1267.603664,1270.239438,1270.483147,1293.930696,1308.538453,1319.490932,1307.793694,1310.319322,1336.719982,1347.345614,1358.802959,1367.404469,1395.068636,1420.114905,1453.717663,1449.903775,1464.497865,1456.512816,1474.274021,1456.255368,1459.570576,1488.865495,1545.161403,1550.231529,1573.946217,1580.414707,1592.199541,1556.875
Madera County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.937678,2052.675191,2176.323083,2232.678198,2152.664185,2061.111111
Kings County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.705577,1650.753637,1592.929076,1635.951911,1688.523896,1706.0
Napa County,2314.575166,2148.652699,2140.593497,2054.260247,2146.714194,2208.280369,2291.647875,2391.649744,2356.44286,2337.548632,2395.426192,2427.968862,2462.56608,2270.43421,2213.004179,2140.35225,2237.664984,2324.172855,2381.614426,2399.806816,2383.785964,2359.868986,2424.219962,2430.414174,2457.21629,2340.602479,2351.919678,2272.609456,2328.589922,2367.911931,2448.599316,2512.815225,2502.79499,2520.050383,2552.545308,2592.596359,2606.192432,2502.418618,2502.777633,2468.377814,2513.696973,2583.719489,2603.925401,2655.627291,2577.850199,2589.895857,2625.770242,2697.546131,2730.42166,2625.385655,2600.88905,2526.033944,2585.81768,2646.021239,2706.81451,2760.898968,2717.149888,2683.10836,2708.715331,2731.561103,2762.17401,2698.924253,2732.731535,2704.449688,2712.366753,2713.929263,2771.238747,2791.67471,2802.046721,2809.165151,2835.561304,2840.453522,2834.751038,2806.522912,2827.04276,2828.702954,2906.434956,2964.067739,3006.07872,3005.504126,2993.093657,3025.481377,3032.880509,3048.243041,3097.611018,3161.076022,3204.995678,3197.438101,3208.454497,3214.772566,3219.080132,3201.00793
Humboldt County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.275163,1254.988786,1253.333516,1261.684777,1297.891822,1321.535599,1323.0
Nevada County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.304287,2655.160645,2691.569584,2767.357495,2864.807313,2914.11172,2836.184204,2613.845492,2613.969623,2623.819444
Sutter County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2038.824613,2078.016092,2143.06466,2161.950113,2112.276562,2066.841339,2114.583513,2153.583333
Mendocino County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0
Yuba County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2172.022433,2307.188128,2365.53207,2412.641506,2284.506427,2272.756633,2248.428991,2254.92619
Lake County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527.512916,1503.986,1523.538282,1531.303874,1564.410435,,1540.572911,1504.206593,1489.19529,1519.01806,1596.693874,1624.394821,1624.785875,1643.775677,1656.944444
San Benito County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2157.376386,2135.281273,1988.871161,,1880.972523,2027.017173,2070.878047,2195.770706,2242.098356,2203.915703,2320.961904,,2455.555556
Tuolumne County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668.75
Lassen County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.0
